neighborhood,tweet
beacon hill,"Boston No Fee Apartment for Rent - $2,450: This Studio 1 Bath place in Beacon Hill, Boston, MA is available Now. Included Features: Dog Friendly, Laundry, Flexible Move-In Dat https://t.co/Bk1yhuHcAZ #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/Rt0GCiDhOK"
beacon hill,"They were married on March 23, 1891, at the home of her parents in New York City in a civil ceremony. The newlywed couple moved into a modest home in Boston's Beacon Hill district and had two daughters, Susan Brandeis Gilbert, born in 1893, and Elizabeth Brandeis Rauschenbush."
beacon hill,@FatTempo @psychosort Suburbs are still very soulless. Compare some random suburb to Beacon Hill in Boston. It's not even a competition in terms of which is more beautiful and has more character.
beacon hill,"@MAGA_YIMBY There are streets in Philadelphia that look like this, and Beacon Hill in Boston looks like this, as well as some of the south end. Some small cities in New England can look like this. But still, it's rare in the northeast. So sad."
beacon hill,"@AntiWuCoalition Lived in Boston my whole life. Work every single day in boston:downtown, mattapan,roxbury, beacon hill, north end, etc. See people of all races and economic every day. They are all anti-wu,anti-DEI,anti-Gay Gov.Healey. BCC is a joke. Especially Flynn"
beacon hill,"@ObjIFDividends I recommend visiting the Boston Common, Quincy Market, and exploring Beacon Hill."
beacon hill,"@ConnorGroce @jasonc_nc This is wrong. The Boston picture is from Beacon Hill. Those homes were all built in the 1800’s. None of those houses were built by recently arrived immigrants, that’s blue blood Boston and those families were already 200 years in Boston by then."
beacon hill,"This concert will be part of a ""walking concert"" pair with Erica Johnson's at Old West Church. At 7pm, concert attendees may walk up Boston's old Beacon Hill to Old West Church where there will be a reception with refreshments, followed by another recital."
beacon hill,"My February 15-March 15 BEACON HILL Boston bi-monthly real estate market report is out! View data on Beacon Hill sales, $/SF, median prices, days on market, inventory &amp; more! https://t.co/DiGyp5BG59 #gibsonsir #beaconhillbostoncondos #beaconhillbostonhomes https://t.co/k5QKe6mgmx"
beacon hill,@BamaBass I had a 2007 6-speed Vette and it was awesome. I learned to drive a stick in a 1976 Opel in #Boston. Only thing that was extremely challenging was parking on steep hills. Never did that with the Vette (had it in VA) and avoided Boston’s Beacon Hill with the Opel.
beacon hill,South Boston not going along with this Beacon Hill malarkey..
beacon hill,"@GuntherEagleman That isn`t the Boston where I once lived.
Beacon Hill rolled over."
beacon hill,Join us for our Beacon Hill Summit on April 30! We will have a full day at the Massachusetts State House in Boston on this annual bus trip. Engage directly with policymakers and have conversations about the issues that matter most to our community: https://t.co/Nnaluy6tYv https://t.co/xbmwk5Xxf2
beacon hill,"Help us congratulate these 27 municipalities and our subregions!

“We are very glad to see that the critical DLTA funding from Beacon Hill is being used to take action on long-term regional goals and bring communities together,” said MAPC Executive Director Marc Draisen."
beacon hill,"Boston Apartment for Rent - $1,900: This Studio 1 Bath place in Beacon Hill, Boston, MA is available 4/1/2025. Included Features: Heat &amp; HW Included https://t.co/GKh7oK9dmQ #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/aZLMEK1QLw"
beacon hill,"Opinion |  If the leading politicos on Beacon Hill think they have a problem with the maverick DiZoglio now, things would be worse if she, an admitted outsider and longshot, were elected governor. https://t.co/VmGTNvVx9C"
beacon hill,"@FortPointer @MassGaniStan (1/2) A bunch of rich politicians on Beacon Hill get a majority for this ""MBTA Communities"" act, exclude Boston from the enforcement of it, and that should overrule how regular people vote on how they want their town?

Still haven't defended your initial claim."
chinatown,"Proud to join Boston residents for an outstanding concert this afternoon at Josiah Quincy Upper School. It was a wonderful performance by the Que Shing Chinese Opera Group. Music, the arts and dance can often bring people together and it certainly did today in Chinatown! #bospoli https://t.co/BPECKWUiKS"
chinatown,One hospitalized following overnight shooting in Chinatown – Boston 25 News https://t.co/ezKAtCyZZ9
chinatown,One hospitalized following overnight shooting in Chinatown https://t.co/C11MamrQHH
chinatown,"Police investigating early morning shooting in Chinatown
 https://t.co/Iw8I59tIaB"
chinatown,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
chinatown,"Proud to stand with fellow Bostonians as we declare: 'WHOSE CITY? OUR CITY!' At the State of the City, we celebrated what makes Boston special - our diversity, our unity, and yes, our Dunks! From the North End to East Boston, Chinatown to Allston, we're not divided into old vs. https://t.co/ID0a1TTjkG"
chinatown,@choeshow Boston allows ballot harvesting. I have seen data that one building in Chinatown low income old people house has over 95% ballots voting for Wu
chinatown,"@RealTomHoman 
Let's go Tom! 
Let's go to Boston Chinatown and later get Wu. See below. Thanks"
chinatown,"Boston Apartment for Rent - $2,200: This Studio 1 Bath place in Chinatown, Boston, MA is available 9/1/2025. Included Features: Laundry https://t.co/g6JwYTv8qV #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/3OXXCMcTZq"
chinatown,@Bederowlaw @DoctorTurtleboy Its Chinatown Jake!
chinatown,"I had an informative visit to @BPSQuincyElem in Chinatown. I had the opportunity to join Principal Cynthia Soo Hoo, BPS Superintendent Mary Skipper &amp; BPS Administrator Leslie Gant for a tour of the school &amp; to talk directly with the dedicated teachers, staff &amp; students.
#bospoli https://t.co/8UgE0xmzhx"
chinatown,Nasty Neal has arrived in Chinatown Boston https://t.co/ewRHaNsLkr
chinatown,It’s interesting how much Boston looks like Victoria when it’s rotated and cropped like this. Chinatown is even in the same spot and there’s a Beacon Hill in both https://t.co/yPKam4IVyr
chinatown,@ivankatrumpo @NintendoAmerica @BlackChicagoMus @usa #Boston @chinatown does @michellewu actually have permission to utilize @BostonCityTV property for her own personal @Gain I notice her signs still on the actually city property can I actually @PrintPainter on something without being harassed or do I have to paint my skins
chinatown,Kristen and I enjoyed ending the day with friends from Chinatown and South End for a Lunar New Year banquet sponsored by the Gee Tuck Sam Tuck Association! We celebrated the contributions and sacrifices of the Chinese community to our city and nation. #bospoli https://t.co/iJGDw0f02o
chinatown,"An emergency meeting over LGBT, trans and non binary individuals. Why not over the consistent crime in Dorchester, Roxbury, Chinatown and Mattapan? How about the over 1,000 homeless in Boston? An emergency meeting for unnecessary leftist nonsense just for show. Embarrassing!!"
chinatown,"@AntiWuCoalition An emergency meeting over LGBT, trans and non binary individuals. Why not over the consistent crime in Dorchester, Roxbury, Chinatown and Mattapan? How about the over 1,000 homeless in Boston? An emergency meeting for unnecessary leftist nonsense just for show. Embarrassing!!"
chinatown,"Boston Apartment for Rent - $3,495: This 2 Beds 1 Bath place in Chinatown, Boston, MA is available Now. Included Features: Pet Friendly, Parking, Laundry, Air Conditioning, Fl https://t.co/wAxbbcUEUr #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/TY7REu8FKn"
chinatown,"The poorest communities in Boston are Chinatown, Roxbury and Mission Hill. Poor communities abandoned by Wu. High crime, violence and poverty. I was in those communities. Many community members feel they have been abandoned by leadership. Crime is their greatest concern."
chinatown,"Proud to join Boston residents for an outstanding concert this afternoon at Josiah Quincy Upper School. It was a wonderful performance by the Que Shing Chinese Opera Group. Music, the arts and dance can often bring people together and it certainly did today in Chinatown! #bospoli https://t.co/BPECKWUiKS"
chinatown,One hospitalized following overnight shooting in Chinatown – Boston 25 News https://t.co/ezKAtCyZZ9
chinatown,One hospitalized following overnight shooting in Chinatown https://t.co/C11MamrQHH
chinatown,"Police investigating early morning shooting in Chinatown
 https://t.co/Iw8I59tIaB"
chinatown,"They never put this fight, effort and fire into fighting the crime in Dorchester, Roxbury, Mattapan and Chinatown. They do not show this fire to end homelessness. The Boston City Council's priorities are askew. We must force positive change!! Join me!"
chinatown,"Proud to stand with fellow Bostonians as we declare: 'WHOSE CITY? OUR CITY!' At the State of the City, we celebrated what makes Boston special - our diversity, our unity, and yes, our Dunks! From the North End to East Boston, Chinatown to Allston, we're not divided into old vs. https://t.co/ID0a1TTjkG"
chinatown,@choeshow Boston allows ballot harvesting. I have seen data that one building in Chinatown low income old people house has over 95% ballots voting for Wu
chinatown,"@RealTomHoman 
Let's go Tom! 
Let's go to Boston Chinatown and later get Wu. See below. Thanks"
chinatown,"Boston Apartment for Rent - $2,200: This Studio 1 Bath place in Chinatown, Boston, MA is available 9/1/2025. Included Features: Laundry https://t.co/g6JwYTv8qV #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/3OXXCMcTZq"
chinatown,@Bederowlaw @DoctorTurtleboy Its Chinatown Jake!
chinatown,"I had an informative visit to @BPSQuincyElem in Chinatown. I had the opportunity to join Principal Cynthia Soo Hoo, BPS Superintendent Mary Skipper &amp; BPS Administrator Leslie Gant for a tour of the school &amp; to talk directly with the dedicated teachers, staff &amp; students.
#bospoli https://t.co/8UgE0xmzhx"
chinatown,Nasty Neal has arrived in Chinatown Boston https://t.co/ewRHaNsLkr
chinatown,It’s interesting how much Boston looks like Victoria when it’s rotated and cropped like this. Chinatown is even in the same spot and there’s a Beacon Hill in both https://t.co/yPKam4IVyr
chinatown,@ivankatrumpo @NintendoAmerica @BlackChicagoMus @usa #Boston @chinatown does @michellewu actually have permission to utilize @BostonCityTV property for her own personal @Gain I notice her signs still on the actually city property can I actually @PrintPainter on something without being harassed or do I have to paint my skins
